_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC,latitude,longitude,neighborhood
3205163,0033N00154000000,"455 DRYCOVE ST, PITTSBURGH, PA 15210",455, ,,DRYCOVE,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,11/4/2024,10/22/2024,1,19851,290,3,LOVE AND AFFECTION SALE,DE,DEED,40.40418,-79.997,Bon Air
3205389,0027B00047000000,"0 BRYN MAWR RD, PITTSBURGH, PA 15219",0, ,,BRYN MAWR,RD,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,11/18/2024,11/14/2024,37000,19865,93,H,MULTI-PARCEL SALE,DE,DEED,40.452264,-79.959616,Upper Hill
3205459,0048E00312000000,"1964 LOWRIE ST, PITTSBURGH, PA 15212",1964, ,,LOWRIE,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,8/28/2024,8/23/2024,60000,19784,102,H,MULTI-PARCEL SALE,DE,DEED,40.467565,-79.980165,Troy Hill
3205654,0080P00306000000,"179 HOME ST, PITTSBURGH, PA 15201",179, ,,HOME,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,6/11/2024,6/3/2024,352500,19697,544,0,VALID SALE,DE,DEED,40.4741,-79.958888,Central Lawrenceville
3205658,0052M00257001700,"5226 5TH AVE, APT I, PITTSBURGH, PA 15232",5226, ,,5TH,AVE,APT,I,PITTSBURGH,PA,15232,47,Pittsburgh,114,14th Ward - PITTSBURGH,6/7/2024,6/6/2024,505000,19696,1,H,MULTI-PARCEL SALE,DE,DEED,40.447624,-79.935839,Squirrel Hill North
3205663,0014P00096000000,"226 ZARA ST, PITTSBURGH, PA 15210",226, ,,ZARA,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,6/5/2024,5/31/2024,20000,19693,76,35,CORPORATION TRANSFER,DE,DEED,40.415618,-79.991873,Knoxville
3205671,0060M00145000000,"235 SPRUCEWOOD ST, PITTSBURGH, PA 15210",235, ,,SPRUCEWOOD,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,6/14/2024,6/8/2024,122000,19703,66,0,VALID SALE,DE,DEED,40.39889,-79.98436,Carrick
3205672,0080G00220000000,"5153 CARNEGIE ST, PITTSBURGH, PA 15201",5153, ,,CARNEGIE,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,6/11/2024,5/29/2024,393500,19698,525,0,VALID SALE,SW,SPECIAL WARRANTY,40.479316,-79.954134,Upper Lawrenceville
3205674,0075B00259000B00,"3603 CALIFORNIA AVE, UNIT B, PITTSBURGH, PA 15212",3603, ,,CALIFORNIA,AVE,UNIT,B,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,6/5/2024,5/8/2024,165000,19693,375,0,VALID SALE,DE,DEED,40.480245,-80.041432,Brighton Heights
3205677,0001C01662241100,"320 FORT DUQUESNE BLVD, UNIT 24K, PITTSBURGH, PA 15222",320, ,,FORT DUQUESNE,BLVD,UNIT,24K,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,6/12/2024,5/23/2024,349900,19700,225,0,VALID SALE,DE,DEED,40.44261,-80.006874,Central Business District
3205680,0075H00320000000,"3343 HARBISON ST, PITTSBURGH, PA 15212",3343, ,,HARBISON,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,6/12/2024,6/11/2024,187000,19700,332,0,VALID SALE,DE,DEED,40.478114,-80.032945,Brighton Heights
3205682,0022B00294000000,"1208 KUNKLE AVE, PITTSBURGH, PA 15212",1208, ,,KUNKLE,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,121,21st Ward - PITTSBURGH,6/12/2024,5/30/2024,40000,19700,490,BK,BANK/FINANCIAL INSTITUTION,SW,SPECIAL WARRANTY,40.460335,-80.024553,California-Kirkbride
3205701,0023S00280000000,"413 SUISMON ST, PITTSBURGH, PA 15212",413, ,,SUISMON,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,9/9/2024,8/26/2024,280000,19794,272,0,VALID SALE,SW,SPECIAL WARRANTY,40.454886,-80.001505,East Allegheny
3205716,0028G00170000000,"320 ATWOOD ST, PITTSBURGH, PA 15213",320, ,,ATWOOD,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,11/27/2024,11/22/2024,629000,19878,350,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.439065,-79.955443,Central Oakland
3205718,0055C00088000000,"4219 SHIELDS ST, PITTSBURGH, PA 15207",4219, ,,SHIELDS,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,11/25/2024,11/22/2024,47000,19875,396,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.422581,-79.940305,Greenfield
3205731,0162R00213000000,"4054 VINCETON ST, PITTSBURGH, PA 15214",4054, ,,VINCETON,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,12/5/2024,11/14/2024,162500,19884,269,0,VALID SALE,DE,DEED,40.492011,-80.021818,Perry North
3205735,0027C00134000000,"0 ANDOVER TER, PITTSBURGH, PA 15213",0, ,,ANDOVER,TER,,,PITTSBURGH,PA,15213,47,Pittsburgh,105,5th Ward - PITTSBURGH,12/3/2024,11/22/2024,1,19881,426,H,MULTI-PARCEL SALE,DE,DEED,40.451635,-79.955571,Upper Hill
3205741,0004K00341000000,"73 GREENBUSH ST, PITTSBURGH, PA 15211",73, ,,GREENBUSH,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,3/13/2024,3/8/2024,76000,19601,288,H,MULTI-PARCEL SALE,DE,DEED,40.42693,-80.00784,Mount Washington
3205745,0028R00302000000,"405 CATO ST, PITTSBURGH, PA 15213",405, ,,CATO,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,3/13/2024,3/13/2024,1,19601,267,3,LOVE AND AFFECTION SALE,DE,DEED,40.433509,-79.957107,South Oakland
3205747,0049F00311000000,"2261/2 42ND ST, PITTSBURGH, PA 15201",226, 1/2,,42ND,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,3/14/2024,3/8/2024,343500,19602,208,0,VALID SALE,DE,DEED,40.469393,-79.958836,Central Lawrenceville
3205748,0080P00299000000,"186 47TH ST, PITTSBURGH, PA 15201",186, ,,47TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,3/14/2024,2/29/2024,349000,19602,237,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.474189,-79.9586,Central Lawrenceville
3205754,0041R00326000000,"1074 WOODLOW ST, PITTSBURGH, PA 15205",1074, ,,WOODLOW,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,3/15/2024,2/22/2024,205000,19604,432,0,VALID SALE,DE,DEED,40.44418,-80.053887,Crafton Heights
3205764,0024J00444000000,"823 PERALTA ST, PITTSBURGH, PA 15212",823, ,,PERALTA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,3/15/2024,3/15/2024,1,19605,150,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.455366,-79.996327,East Allegheny
3205766,0006G00089000000,"0 SHALER ST, PITTSBURGH, PA 15211",0, ,,SHALER,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,3/15/2024,3/7/2024,1,19605,251,H,MULTI-PARCEL SALE,DE,DEED,40.440306,-80.02313,Duquesne Heights
3205767,0006G00090000000,"206 SHALER ST, PITTSBURGH, PA 15211",206, ,,SHALER,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,3/15/2024,3/7/2024,1,19605,251,H,MULTI-PARCEL SALE,DE,DEED,40.439597,-80.024059,Duquesne Heights
3205768,0012J00243000000,"1809 MARY ST, PITTSBURGH, PA 15203",1809, ,,MARY,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,3/14/2024,3/8/2024,224900,19604,18,0,VALID SALE,DE,DEED,40.426207,-79.980389,South Side Flats
3205777,0014P00097000000,"224 ZARA ST, PITTSBURGH, PA 15210",224, ,,ZARA,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,6/17/2024,6/7/2024,36000,19706,132,35,CORPORATION TRANSFER,DE,DEED,40.415626,-79.991784,Knoxville
3205779,0052C00038000000,"507 AMBERSON AVE, PITTSBURGH, PA 15232",507, ,,AMBERSON,AVE,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,6/18/2024,6/7/2024,664000,9707,286,0,VALID SALE,SW,SPECIAL WARRANTY,40.451964,-79.941017,Shadyside
3205780,0115H00043000000,"3840 PERRYSVILLE AVE, PITTSBURGH, PA 15214",3840, ,,PERRYSVILLE,AVE,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,6/28/2024,6/26/2024,1,19720,472,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.48845,-80.01675,Perry North
3205783,0035N00315000000,"2120 LOS ANGELES AVE, PITTSBURGH, PA 15216",2120, ,,LOS ANGELES,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,6/26/2024,6/19/2024,263500,19716,298,0,VALID SALE,SW,SPECIAL WARRANTY,40.40441,-80.02925,Beechview
3205791,0027D00286000000,"400 N NEVILLE ST, PITTSBURGH, PA 15213",400, ,N,NEVILLE,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,6/26/2024,6/25/2024,1,19717,79,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.451403,-79.949519,North Oakland
3205807,0124K00179000000,"0 MAXWELL WAY, PITTSBURGH, PA 15206",0, ,,MAXWELL,WAY,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,9/9/2024,8/15/2024,3000,19794,308,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.464958,-79.911671,Larimer
3205806,0124K00178000000,"0 MAXWELL WAY, PITTSBURGH, PA 15206",0, ,,MAXWELL,WAY,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,9/9/2024,8/15/2024,3000,19794,308,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.464958,-79.911671,Larimer
3205808,0009N00039003A00,"951 LIBERTY AVE, UNIT 3A, PITTSBURGH, PA 15222",951, ,,LIBERTY,AVE,UNIT,3A,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,9/11/2024,9/3/2024,255000,19797,445,0,VALID SALE,SW,SPECIAL WARRANTY,40.443656,-79.996245,Central Business District
3205812,0083H00019000000,"6030 SAINT MARIE ST, PITTSBURGH, PA 15206",6030, ,,SAINT MARIE,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,9/5/2024,8/16/2024,1,19792,96,3,LOVE AND AFFECTION SALE,DE,DEED,40.46847,-79.92018,East Liberty
3205816,0123J00018000000,"1343 N SHERIDAN AVE, PITTSBURGH, PA 15206",1343, ,N,SHERIDAN,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,9/9/2024,9/6/2024,606000,19794,452,0,VALID SALE,DE,DEED,40.47683,-79.91541,Highland Park
3205821,0026A00049000000,"3501 LIBERTY AVE, PITTSBURGH, PA 15201",3501, ,,LIBERTY,AVE,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,9/12/2024,9/10/2024,632375,19800,208,13,EXEMPT BUYER OR SELLER,DE,DEED,40.462097,-79.964659,Lower Lawrenceville
3205831,0011J00075000A00,"1713 FORBES AVE, PITTSBURGH, PA 15219",1713, ,,FORBES,AVE,,,PITTSBURGH,PA,15219,47,Pittsburgh,101,1st Ward  - PITTSBURGH,9/13/2024,8/14/2024,257500,19800,234,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.437695,-79.982226,Bluff
3205838,0048E00210000000,"1957 STRAUBS LN, PITTSBURGH, PA 15212",1957, ,,STRAUBS,LN,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,3/18/2024,3/13/2024,66000,19606,218,0,VALID SALE,DE,DEED,40.467686,-79.981055,Troy Hill
3205846,0184N00020000000,"5622 RODGERS ST, PITTSBURGH, PA 15207",5622, ,,RODGERS,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,3/19/2024,3/18/2024,1,19608,343,3,LOVE AND AFFECTION SALE,DE,DEED,40.36675,-79.91221,Lincoln Place
3205843,0049L00205000A00,"373 MAIN ST, PITTSBURGH, PA 15201",373, ,,MAIN,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,3/18/2024,3/5/2024,330000,19606,580,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.466101,-79.955495,Central Lawrenceville
3205841,0048P00260000000,"21 OVERLOOK CT, PITTSBURGH, PA 15222",21, ,,OVERLOOK,CT,,,PITTSBURGH,PA,15222,47,Pittsburgh,124,24th Ward - PITTSBURGH,3/19/2024,2/3/2024,1,19608,549,3,LOVE AND AFFECTION SALE,DE,DEED,40.4629,-79.978197,Troy Hill
3205849,0125A00052000000,"6440 FRANKSTOWN AVE, PITTSBURGH, PA 15206",6440, ,,FRANKSTOWN,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,3/18/2024,3/6/2024,1,19607,21,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.46034,-79.91518,Larimer
3205851,0086H00214000000,"1635 DENNISTON ST, PITTSBURGH, PA 15217",1635, ,,DENNISTON,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,3/18/2024,3/18/2024,497250,19607,248,35,CORPORATION TRANSFER,DE,DEED,40.439377,-79.91757,Squirrel Hill North
3205857,0023K00300000000,"0 ARCH ST, PITTSBURGH, PA 15212",0, ,,ARCH,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,122,22nd Ward - PITTSBURGH,3/25/2024,2/8/2024,1,19614,109,GV,GOVERNMENT SALE,QC,QUIT CLAIM,40.455758,-80.008833,Central Northside
3205855,0001C01662061000,"320 FORT DUQUESNE BLVD, UNIT 6J, PITTSBURGH, PA 15222",320, ,,FORT DUQUESNE,BLVD,UNIT,6J,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,3/21/2024,3/12/2024,255000,19611,527,0,VALID SALE,FD,FIDUCIARY DEED,40.44261,-80.006874,Central Business District
3205862,0084L00111000000,"6324 MARCHAND ST, PITTSBURGH, PA 15206",6324, ,,MARCHAND,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,107,7th Ward - PITTSBURGH,3/22/2024,3/12/2024,1500000,19613,276,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.456615,-79.921189,Shadyside
3205858,0138A00028000000,"118 MORTON ST, PITTSBURGH, PA 15234",118, ,,MORTON,ST,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,3/20/2024,3/5/2024,224900,19610,1,0,VALID SALE,SW,SPECIAL WARRANTY,40.383,-79.99931,Overbrook
3205868,0049E00079000000,"3811 BUTLER ST, PITTSBURGH, PA 15201",3811, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,9/13/2024,8/29/2024,1383000,19800,344,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.467286,-79.964245,Lower Lawrenceville
3205875,0120G00076000000,"6130 BUTLER ST, PITTSBURGH, PA 15201",6130, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,9/17/2024,8/22/2024,840000,19803,280,H,MULTI-PARCEL SALE,DE,DEED,40.487925,-79.93798,Stanton Heights
3205878,0062A00269000000,"2201 LOS ANGELES AVE, PITTSBURGH, PA 15216",2201, ,,LOS ANGELES,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,9/13/2024,9/12/2024,200000,19801,98,37,ESTATE SALE,FD,FIDUCIARY DEED,40.403789,-80.028811,Beechview
3205881,0120J00046000000,"5638 HARRISON ST, PITTSBURGH, PA 15201",5638, ,,HARRISON,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,9/12/2024,9/12/2024,1,19800,64,3,LOVE AND AFFECTION SALE,DE,DEED,40.48539,-79.94749,Upper Lawrenceville
3205885,0011D00047000000,"16 ELLERS ST, PITTSBURGH, PA 15213",16, ,,ELLERS,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,6/18/2024,6/6/2024,1,19707,1,3,LOVE AND AFFECTION SALE,DE,DEED,40.44104,-79.96749,West Oakland
3205891,0052R00180000000,"5132 BEELER ST, PITTSBURGH, PA 15217",5132, ,,BEELER,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,9/13/2024,9/13/2024,564250,19801,353,0,VALID SALE,SW,SPECIAL WARRANTY,40.44429,-79.93744,Squirrel Hill North
3205895,0124J00115000000,"6223 MEADOW ST, PITTSBURGH, PA 15206",6223, ,,MEADOW,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,9/18/2024,8/28/2024,1300000,19804,578,H,MULTI-PARCEL SALE,DE,DEED,40.466132,-79.914941,Larimer
3205896,0124J00128000000,"6223 MEADOW ST, PITTSBURGH, PA 15206",6223, ,,MEADOW,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,9/18/2024,8/28/2024,1300000,19804,578,H,MULTI-PARCEL SALE,DE,DEED,40.466132,-79.914941,Larimer
3205898,0120J00048000000,"5636 HARRISON ST, PITTSBURGH, PA 15201",5636, ,,HARRISON,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,12/9/2024,11/21/2024,1,19886,537,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.48536,-79.94756,Upper Lawrenceville
3205901,0165P00046000000,"1141 NORTH AVE, PITTSBURGH, PA 15209",1141, ,,NORTH,AVE,,,PITTSBURGH,PA,15209,34,Shaler Area,838,Millvale  ,12/10/2024,12/2/2024,200000,19888,363,0,VALID SALE,SW,SPECIAL WARRANTY,40.452858,-80.022289,Manchester
3205904,0010G00284000000,"2509 WEBSTER AVE, PITTSBURGH, PA 15219",2509, ,,WEBSTER,AVE,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,12/10/2024,12/10/2024,0,19888,393,H,MULTI-PARCEL SALE,QC,QUIT CLAIM,40.45024,-79.97234,Bedford Dwellings
3205915,0076N00200000000,"3054 FREDERICK ST, PITTSBURGH, PA 15212",3054, ,,FREDERICK,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,12/11/2024,10/25/2024,1,19889,567,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.47329,-80.03064,Marshall-Shadeland
3205918,0049P00195000000,"3905 CABINET WAY, PITTSBURGH, PA 15224",3905, ,,CABINET,WAY,,,PITTSBURGH,PA,15224,47,Pittsburgh,106,6th Ward - PITTSBURGH,12/11/2024,11/7/2024,266100,19890,47,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.463696,-79.959427,Lower Lawrenceville
3205917,0118C00225000000,"1049 NORTH AVE, PITTSBURGH, PA 15209",1049, ,,NORTH,AVE,,,PITTSBURGH,PA,15209,34,Shaler Area,838,Millvale  ,12/9/2024,12/4/2024,137500,19887,467,9,OTHER INVALID SALES INDICATED,DE,DEED,40.4569,-79.998927,East Allegheny
3205927,0080P00296000000,"182 47TH ST, PITTSBURGH, PA 15201",182, ,,47TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,12/11/2024,12/9/2024,115000,19891,192,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.47431,-79.95871,Central Lawrenceville
3205935,0080P00168000000,"186 46TH ST, PITTSBURGH, PA 15201",186, ,,46TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,3/26/2024,3/23/2024,625000,19616,72,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.4731,-79.95946,Central Lawrenceville
3205936,0027B00293000000,"811 SHAWNEE ST, PITTSBURGH, PA 15219",811, ,,SHAWNEE,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,3/26/2024,3/8/2024,65500,19616,104,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.451003,-79.960676,Upper Hill
3205931,0042S00299000000,"2746 GLEN MAWR ST, PITTSBURGH, PA 15204",2746, ,,GLEN MAWR,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,3/20/2024,3/13/2024,53500,19609,489,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.45423,-80.05013,Sheraden
3205940,0001N00081000000,"206 BIGHAM ST, PITTSBURGH, PA 15211",206, ,,BIGHAM,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,3/28/2024,3/27/2024,1,19618,171,H,MULTI-PARCEL SALE,DE,DEED,40.43413,-80.0152,Mount Washington
3205943,0096C00122000000,"1517 BELLAIRE PL, PITTSBURGH, PA 15226",1517, ,,BELLAIRE,PL,,,PITTSBURGH,PA,15226,47,Pittsburgh,132,32nd Ward - PITTSBURGH,3/27/2024,3/14/2024,1,19617,356,3,LOVE AND AFFECTION SALE,DE,DEED,40.393539,-80.005229,Brookline
3205947,0052J00331000000,"4606-4608 WINTHROP ST, PITTSBURGH, PA 15213",4606,-4608,,WINTHROP,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,3/29/2024,3/20/2024,1,19620,351,3,LOVE AND AFFECTION SALE,DE,DEED,40.445866,-79.94837,North Oakland
3205944,0040S00107000000,"1933 DALE ST, PITTSBURGH, PA 15205",1933, ,,DALE,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,3/28/2024,3/18/2024,199900,19618,341,0,VALID SALE,DE,DEED,40.435113,-80.051535,Westwood
3205948,0126D00224000000,"7212 THOMAS BLVD, PITTSBURGH, PA 15208",7212, ,,THOMAS,BLVD,,,PITTSBURGH,PA,15208,47,Pittsburgh,114,14th Ward - PITTSBURGH,3/28/2024,3/5/2024,63000,19618,537,36,QUIT CLAIM,QC,QUIT CLAIM,40.450475,-79.89971,Point Breeze North
3205951,0124P00011000A00,"0 WINSLOW ST, PITTSBURGH, PA 15206",0, ,,WINSLOW,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,4/2/2024,1/10/2024,10277,19625,581,GV,GOVERNMENT SALE,DE,DEED,40.465732,-79.913386,Larimer
3205957,0006L00183000000,"310 SWEETBRIAR ST, PITTSBURGH, PA 15211",310, ,,SWEETBRIAR,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,4/1/2024,3/28/2024,342000,19621,358,H,MULTI-PARCEL SALE,DE,DEED,40.43703,-80.02218,Duquesne Heights
3205959,0028G00237000000,"335 ATWOOD ST, PITTSBURGH, PA 15213",335, ,,ATWOOD,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,6/24/2024,6/21/2024,1,19713,388,3,LOVE AND AFFECTION SALE,DE,DEED,40.439043,-79.954738,Central Oakland
3205972,0174N00138000200,"514 CLAWSON ST, PITTSBURGH, PA 15208",514, ,,CLAWSON,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,6/28/2024,6/25/2024,175000,19719,507,0,VALID SALE,DE,DEED,40.453473,-79.899103,Homewood South
3205974,0448J00328000000,"109 GARLOW DR, PITTSBURGH, PA 15235",109, ,,GARLOW,DR,,,PITTSBURGH,PA,15235,30,Penn Hills Twp,934,Penn Hills  ,6/25/2024,6/21/2024,180000,19715,229,0,VALID SALE,DE,DEED,40.441051,-79.961128,West Oakland
3205983,0016R00035000000,"1307 FALLOWFIELD AVE, PITTSBURGH, PA 15216",1307, ,,FALLOWFIELD,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,6/20/2024,5/23/2024,172000,19710,395,0,VALID SALE,DE,DEED,40.41607,-80.02385,Beechview
3205989,0367S00317000000,"307 GARLOW DR, PITTSBURGH, PA 15235",307, ,,GARLOW,DR,,,PITTSBURGH,PA,15235,30,Penn Hills Twp,934,Penn Hills  ,6/28/2024,6/12/2024,299000,19720,35,0,VALID SALE,DE,DEED,40.443254,-79.965176,West Oakland
3205991,0060C00270000000,"108 LINNVIEW AVE, PITTSBURGH, PA 15210",108, ,,LINNVIEW,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,6/20/2024,6/18/2024,50000,19710,544,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.4031,-79.98832,Carrick
3205994,0049G00130000A00,"4215 DUNKELD WAY, PITTSBURGH, PA 15201",4215, ,,DUNKELD,WAY,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,9/16/2024,8/27/2024,266700,19802,350,0,VALID SALE,DE,DEED,40.468167,-79.956653,Central Lawrenceville
3205996,0052J00167000000,"209 S CRAIG ST, PITTSBURGH, PA 15213",209, ,S,CRAIG,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,9/17/2024,9/16/2024,522000,19803,334,35,CORPORATION TRANSFER,DE,DEED,40.446009,-79.948643,North Oakland
3206001,0139D00111000000,"406 BERNARD ST, PITTSBURGH, PA 15234",406, ,,BERNARD,ST,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,9/19/2024,9/18/2024,230000,19805,537,H,MULTI-PARCEL SALE,DE,DEED,40.384092,-80.002567,Overbrook
3206008,0047L00165000000,"1450 DAMAS ST, PITTSBURGH, PA 15212",1450, ,,DAMAS,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,126,26th Ward - PITTSBURGH,9/17/2024,8/20/2024,1,19804,152,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.466056,-79.987855,Spring Hill-City View
