_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC,latitude,longitude,neighborhood
3185131,0054E00005000000,"100 BOUNDARY ST, PITTSBURGH, PA 15207",100, ,,BOUNDARY,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,114,14th Ward - PITTSBURGH,11/4/2024,9/24/2024,1,19852,25,H,MULTI-PARCEL SALE,DE,DEED,40.428643,-79.949116,Greenfield
3185129,0036M00075000000,"1820 YOUNGER AVE, PITTSBURGH, PA 15216",1820, ,,YOUNGER,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,120,20th Ward - PITTSBURGH,5/10/2024,4/19/2024,80000,19665,377,14,TIME ON MARKET (INSUFF/EXCESS),GW,GENERAL WARRANTY,40.40829,-80.03478,Banksville
3185133,0011J00165000A00,"51 VAN BRAAM ST, PITTSBURGH, PA 15219",51, ,,VAN BRAAM,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,101,1st Ward  - PITTSBURGH,4/2/2024,2/29/2024,46000,19624,355,GV,GOVERNMENT SALE,TS,TREASURER DEED,40.436931,-79.982537,Bluff
3185137,0214R00249000000,"405-407 CALIFORNIA AVE, PITTSBURGH, PA 15202",405,-407,,CALIFORNIA,AVE,,,PITTSBURGH,PA,15202,29,Northgate,802,Avalon  ,4/9/2024,4/5/2024,225000,19632,160,36,QUIT CLAIM,CO,CORRECTIVE DEED,40.470742,-80.036216,Marshall-Shadeland
3185143,0022R00167000000,"1100 SHEFFIELD ST, PITTSBURGH, PA 15233",1100, ,,SHEFFIELD,ST,,,PITTSBURGH,PA,15233,47,Pittsburgh,121,21st Ward - PITTSBURGH,5/20/2024,4/30/2024,1,19673,482,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.454244,-80.021242,Manchester
3185145,0119S00073000100,"5421 CARNEGIE ST, PITTSBURGH, PA 15201",5421, ,,CARNEGIE,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,9/5/2024,6/17/2024,1,19791,277,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.482814,-79.94994,Upper Lawrenceville
3185149,0028A00119000000,"261 DUNSEITH ST, PITTSBURGH, PA 15213",261, ,,DUNSEITH,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,9/12/2024,8/30/2024,250000,19798,315,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.442523,-79.965246,West Oakland
3185153,0023L00126000000,"0 FEDERAL ST, PITTSBURGH, PA 15212",0, ,,FEDERAL,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,122,22nd Ward - PITTSBURGH,9/16/2024,8/28/2024,140000,19802,281,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.446884,-80.003812,North Shore
3185152,0052E00047050200,"540 N NEVILLE ST, UNIT 502, PITTSBURGH, PA 15213",540, ,N,NEVILLE,ST,UNIT,502,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,9/16/2024,9/11/2024,379000,19802,268,0,VALID SALE,DE,DEED,40.449031,-79.948671,North Oakland
3185162,0030A00179000000,"0 HARCUM WAY, PITTSBURGH, PA 15203",0, ,,HARCUM,WAY,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,10/2/2024,10/1/2024,1,19820,346,3,LOVE AND AFFECTION SALE,FD,FIDUCIARY DEED,40.425814,-79.971156,South Side Flats
3185160,0021A00025000000,"0 SANFORD ST, PITTSBURGH, PA 15204",0, ,,SANFORD,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,9/25/2024,9/20/2024,55000,19812,303,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.460103,-80.049434,Esplen
3185166,0173J00376000100,"7131 VASSAR ST, PITTSBURGH, PA 15206",7131, ,,VASSAR,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,10/18/2024,10/14/2024,26500,19836,175,0,VALID SALE,SW,SPECIAL WARRANTY,40.467322,-79.895726,Lincoln-Lemington-Belmar
3185172,0096K00124000000,"1509 WAREMAN AVE, PITTSBURGH, PA 15226",1509, ,,WAREMAN,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,10/30/2024,9/25/2024,302500,19847,312,0,VALID SALE,DE,DEED,40.38921,-80.01057,Brookline
3185169,0059N00095000000,"201 HORNADAY RD, PITTSBURGH, PA 15210",201, ,,HORNADAY,RD,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,10/23/2024,9/17/2024,1,19841,48,3,LOVE AND AFFECTION SALE,DE,DEED,40.395263,-79.982785,Carrick
3185175,0041R00017000000,"1212 HOLLYWOOD ST, PITTSBURGH, PA 15205",1212, ,,HOLLYWOOD,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,10/31/2024,10/28/2024,138000,19848,550,0,VALID SALE,DE,DEED,40.44334,-80.05532,Crafton Heights
3185184,0119S00098000A00,"5417 DRESDEN WAY, PITTSBURGH, PA 15201",5417, ,,DRESDEN,WAY,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,1/10/2024,1/3/2024,1,19546,512,H,MULTI-PARCEL SALE,DE,DEED,40.48297,-79.95034,Upper Lawrenceville
3185192,0029S00104000000,"19 FORRESTER ST, PITTSBURGH, PA 15207",19, ,,FORRESTER,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,12/27/2024,12/12/2024,1,19908,287,H,MULTI-PARCEL SALE,DE,DEED,40.42415,-79.94974,Hazelwood
3185188,0001C01662A00500,"320 FORT DUQUESNE BLVD, UNIT 5A, PITTSBURGH, PA 15222",320, ,,FORT DUQUESNE,BLVD,UNIT,5A,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,1/24/2024,1/8/2024,1,19557,405,3,LOVE AND AFFECTION SALE,DE,DEED,40.44261,-80.006874,Central Business District
3185196,0119S00069000B00,"5415 CARNEGIE ST, PITTSBURGH, PA 15201",5415, ,,CARNEGIE,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,1/2/2025,12/27/2024,323500,19913,286,0,VALID SALE,SW,SPECIAL WARRANTY,40.482666,-79.950151,Upper Lawrenceville
3185200,0056L00369000000,"0 ELECTRIC ST, PITTSBURGH, PA 15207",0, ,,ELECTRIC,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,1/7/2025,12/31/2024,1,19916,61,H,MULTI-PARCEL SALE,DE,DEED,40.408507,-79.937729,Hazelwood
3185201,0024N00165000000,"820 E OHIO ST, PITTSBURGH, PA 15212",820, ,E,OHIO,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,1/7/2025,12/13/2024,8775000,19916,188,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.454681,-79.996122,East Allegheny
3185210,0184P00126000000,"5713 KEEFE ST, PITTSBURGH, PA 15207",5713, ,,KEEFE,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,9/16/2024,8/23/2024,1,19803,42,3,LOVE AND AFFECTION SALE,DE,DEED,40.366199,-79.91026,Lincoln Place
3185206,0079G00297000000,"226 MARYLAND AVE, PITTSBURGH, PA 15209",226, ,,MARYLAND,AVE,,,PITTSBURGH,PA,15209,34,Shaler Area,838,Millvale  ,9/18/2024,9/16/2024,1,19805,103,3,LOVE AND AFFECTION SALE,DE,DEED,40.41182,-79.991829,Knoxville
3185212,0048E00137000000,"2009 VERONICA ST, PITTSBURGH, PA 15212",2009, ,,VERONICA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,9/20/2024,9/19/2024,179000,19807,236,0,VALID SALE,SW,SPECIAL WARRANTY,40.46858,-79.981245,Troy Hill
3185223,0056R00131000000,"5315 GERTRUDE ST, PITTSBURGH, PA 15207",5315, ,,GERTRUDE,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,9/27/2024,9/25/2024,10000,19814,524,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.404235,-79.941054,Hazelwood
3185224,0090M00171000000,"4411 ARMORHILL AVE, HOMESTEAD, PA 15120",4411, ,,ARMORHILL,AVE,,,HOMESTEAD,PA,15120,47,Pittsburgh,131,31st Ward - PITTSBURGH,9/26/2024,9/12/2024,148000,19810,476,0,VALID SALE,DE,DEED,40.39694,-79.91946,New Homestead
3185227,0003P00067000000,"0 BROWNSVILLE RD, PITTSBURGH, PA 15203",0, ,,BROWNSVILLE,RD,,,PITTSBURGH,PA,15203,47,Pittsburgh,118,18th Ward - PITTSBURGH,9/27/2024,8/29/2024,1,19815,538,3,LOVE AND AFFECTION SALE,DE,DEED,40.431361,-79.980502,South Side Flats
3185232,0006M00312240000,"1 TRIMONT LN, UNIT 2400A, PITTSBURGH, PA 15211",1, ,,TRIMONT,LN,UNIT,2400A,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,10/7/2024,9/27/2024,1279000,19823,433,H,MULTI-PARCEL SALE,GW,GENERAL WARRANTY,40.438325,-80.020091,Duquesne Heights
3185239,0006M00312375000,"1 TRIMONT LN, UNIT 750C, PITTSBURGH, PA 15211",1, ,,TRIMONT,LN,UNIT,750C,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,4/29/2024,4/23/2024,350000,19652,457,0,VALID SALE,DE,DEED,40.438325,-80.020091,Duquesne Heights
3185243,0138J00365000000,"2425 KINGWOOD ST, PITTSBURGH, PA 15234",2425, ,,KINGWOOD,ST,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,1/26/2024,1/11/2024,70000,19559,553,9,OTHER INVALID SALES INDICATED,DE,DEED,40.379301,-79.995449,Overbrook
3185247,0049B00287001300,"229 43RD ST, PITTSBURGH, PA 15201",229, ,,43RD,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,1/31/2024,1/31/2024,945000,19564,558,27,NO ASSESSED VALUATION,DE,DEED,40.470227,-79.959204,Central Lawrenceville
3185253,0016K00135000000,"1112 GLADYS AVE, PITTSBURGH, PA 15216",1112, ,,GLADYS,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2/15/2024,2/9/2024,148500,19576,490,0,VALID SALE,DE,DEED,40.41741,-80.02441,Beechview
3185251,0080N00137000000,"116 44TH ST, PITTSBURGH, PA 15201",116, ,,44TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2/15/2024,2/8/2024,175000,19576,426,1,SHERIFF SALE,SD,SHERIFF DEED,40.47313,-79.962413,Central Lawrenceville
3185257,0040G00272000000,"6 ELMONT ST, PITTSBURGH, PA 15205",6, ,,ELMONT,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,3/12/2024,3/4/2024,217500,19600,116,0,VALID SALE,DE,DEED,40.438894,-80.056183,Crafton Heights
3185262,0075M00024000000,"3246 RICHARDSON AVE, PITTSBURGH, PA 15212",3246, ,,RICHARDSON,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,3/14/2024,3/4/2024,84900,19603,264,0,VALID SALE,GW,GENERAL WARRANTY,40.475057,-80.036465,Brighton Heights
3185264,0080G00086000000,"4921 BUTLER ST, PITTSBURGH, PA 15201",4921, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,1/11/2024,1/11/2024,175000,19548,102,9,OTHER INVALID SALES INDICATED,DE,DEED,40.47775,-79.95681,Central Lawrenceville
3185269,0050E00076000000,"4721 KINCAID ST, PITTSBURGH, PA 15224",4721, ,,KINCAID,ST,,,PITTSBURGH,PA,15224,47,Pittsburgh,110,10th Ward - PITTSBURGH,1/25/2024,1/14/2024,1,19559,211,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.468734,-79.946338,Garfield
3185270,0004M00185000000,"321 BAILEY AVE, PITTSBURGH, PA 15211",321, ,,BAILEY,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,118,18th Ward - PITTSBURGH,1/29/2024,1/23/2024,789000,19561,266,9,OTHER INVALID SALES INDICATED,DE,DEED,40.427158,-80.001747,Mount Washington
3185271,0083L00254000000,"6102 EAST LIBERTY BLVD, PITTSBURGH, PA 15206",6102, ,,EAST LIBERTY,BLVD,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,1/29/2024,1/25/2024,81500,19562,13,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.465081,-79.920744,East Liberty
3185278,0045F00022000000,"1213 WOODLAND AVE, PITTSBURGH, PA 15212",1213, ,,WOODLAND,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,8/19/2024,7/15/2024,42000,19772,208,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.46933,-80.027816,Marshall-Shadeland
3185279,0091G00077000000,"446 MARINA ST, HOMESTEAD, PA 15120",446, ,,MARINA,ST,,,HOMESTEAD,PA,15120,47,Pittsburgh,131,31st Ward - PITTSBURGH,8/19/2024,8/19/2024,1,19773,95,3,LOVE AND AFFECTION SALE,DE,DEED,40.39173,-79.92391,New Homestead
3185282,0006M00312010200,"1 TRIMONT LN, UNIT 102P, PITTSBURGH, PA 15211",1, ,,TRIMONT,LN,UNIT,102P,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,8/19/2024,8/1/2024,185000,19773,479,0,VALID SALE,SW,SPECIAL WARRANTY,40.438325,-80.020091,Duquesne Heights
3185285,0035E00086000000,"1603 CANTON AVE, PITTSBURGH, PA 15216",1603, ,,CANTON,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,8/23/2024,8/16/2024,65000,19778,482,H,MULTI-PARCEL SALE,DE,DEED,40.410269,-80.029889,Beechview
3185290,0067R00023000000,"3002 DOOLITTLE ST, CARNEGIE, PA 15106",3002, ,,DOOLITTLE,ST,,,CARNEGIE,PA,15106,47,Pittsburgh,128,28th Ward - PITTSBURGH,8/21/2024,8/16/2024,175000,19776,18,0,VALID SALE,SW,SPECIAL WARRANTY,40.415254,-80.074157,East Carnegie
3185291,0049B00205000000,"4502 BUTLER ST, PITTSBURGH, PA 15201",4502, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,8/22/2024,6/28/2024,1,19778,96,H,MULTI-PARCEL SALE,DE,DEED,40.47211,-79.958899,Central Lawrenceville
3185292,0120G00101000000,"6068 BUTLER ST, PITTSBURGH, PA 15201",6068, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,8/22/2024,6/28/2024,1,19778,125,H,MULTI-PARCEL SALE,DE,DEED,40.48725,-79.93973,Stanton Heights
3185293,0120K00126000000,"6030 BUTLER ST, PITTSBURGH, PA 15201",6030, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,8/23/2024,8/15/2024,1,19779,29,H,MULTI-PARCEL SALE,DE,DEED,40.486522,-79.941856,Stanton Heights
3185295,0120K00134000000,"6026 BUTLER ST, PITTSBURGH, PA 15201",6026, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,8/23/2024,8/15/2024,1,19779,46,H,MULTI-PARCEL SALE,DE,DEED,40.48647,-79.94218,Stanton Heights
3185298,0047M00276000000,"0 FROMAN ST, PITTSBURGH, PA 15212",0, ,,FROMAN,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,9/3/2024,8/15/2024,108000,19788,7,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.465076,-79.982961,Troy Hill
3185301,0027H00144004500,"166 N DITHRIDGE ST, UNIT 5-D, PITTSBURGH, PA 15213",166, ,N,DITHRIDGE,ST,UNIT,5-D,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,9/4/2024,8/7/2024,177000,19790,286,0,VALID SALE,GW,GENERAL WARRANTY,40.448709,-79.951211,North Oakland
3185304,0124K00176000000,"0 MAXWELL WAY, PITTSBURGH, PA 15206",0, ,,MAXWELL,WAY,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,9/9/2024,8/15/2024,3000,19794,308,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.464958,-79.911671,Larimer
3185306,0055G00312000000,"532 BIGELOW ST, PITTSBURGH, PA 15207",532, ,,BIGELOW,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,9/12/2024,9/11/2024,299000,19798,199,0,VALID SALE,SW,SPECIAL WARRANTY,40.41886,-79.938544,Hazelwood
3185316,0025F00247000000,"2835 PENN AVE, PITTSBURGH, PA 15222",2835, ,,PENN,AVE,,,PITTSBURGH,PA,15222,47,Pittsburgh,106,6th Ward - PITTSBURGH,10/17/2024,10/10/2024,342500,19834,58,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.457698,-79.974897,Strip District
3185322,0088E00060000000,"764 MONTCLAIR ST, PITTSBURGH, PA 15217",764, ,,MONTCLAIR,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,115,15th Ward - PITTSBURGH,10/22/2024,9/11/2024,230000,19838,466,0,VALID SALE,DE,DEED,40.420778,-79.930892,Greenfield
3185321,0060K00270000000,"1600 MOUNT JOSEPH ST, PITTSBURGH, PA 15210",1600, ,,MOUNT JOSEPH,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,10/18/2024,10/14/2024,207500,19836,161,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.39952,-79.99207,Carrick
3185320,0133P00079000000,"4829 LOUGEAN AVE, PITTSBURGH, PA 15207",4829, ,,LOUGEAN,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,10/16/2024,9/12/2024,62000,19833,6,99,CORRECTIVE DEED / DUPLICATE SALE,SW,SPECIAL WARRANTY,40.37531,-79.91193,Lincoln Place
3185327,0049L00183000A00,"4224 POST ST, PITTSBURGH, PA 15201",4224, ,,POST,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,10/22/2024,9/20/2024,1,19840,7,3,LOVE AND AFFECTION SALE,DE,DEED,40.467118,-79.954774,Central Lawrenceville
3185326,0050K00131000000,"5127 BROAD ST, PITTSBURGH, PA 15224",5127, ,,BROAD,ST,,,PITTSBURGH,PA,15224,47,Pittsburgh,110,10th Ward - PITTSBURGH,10/25/2024,10/7/2024,1,19843,118,3,LOVE AND AFFECTION SALE,DE,DEED,40.4665,-79.941375,Garfield
3185334,0044D00080000000,"3108 MCCLURE AVE, PITTSBURGH, PA 15212",3108, ,,MCCLURE,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,11/1/2024,10/11/2024,435000,19850,408,H,MULTI-PARCEL SALE,DE,DEED,40.47198,-80.03693,Marshall-Shadeland
3185338,0048J00100000000,"1701 RIALTO ST, PITTSBURGH, PA 15212",1701, ,,RIALTO,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,11/6/2024,10/28/2024,1,19853,470,3,LOVE AND AFFECTION SALE,FD,FIDUCIARY DEED,40.46589,-79.98199,Troy Hill
3185342,0086R00054050300,"5715 BEACON ST, UNIT 503, PITTSBURGH, PA 15217",5715, ,,BEACON,ST,UNIT,503,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2/15/2024,1/25/2024,155000,19577,328,BK,BANK/FINANCIAL INSTITUTION,DE,DEED,40.4349,-79.924063,Squirrel Hill South
3185344,0125G00146000000,"830 INWOOD ST, PITTSBURGH, PA 15208",830, ,,INWOOD,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,112,12th Ward - PITTSBURGH,3/20/2024,3/18/2024,1,19610,85,3,LOVE AND AFFECTION SALE,DE,DEED,40.45959,-79.90446,Homewood West
3185346,0091D00124000000,"5021 REVENUE ST, HOMESTEAD, PA 15120",5021, ,,REVENUE,ST,,,HOMESTEAD,PA,15120,47,Pittsburgh,131,31st Ward - PITTSBURGH,3/27/2024,3/1/2024,52500,19617,565,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.39388,-79.91815,New Homestead
3185347,0015H00291000000,"244 E WARRINGTON AVE, PITTSBURGH, PA 15210",244, ,E,WARRINGTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,3/25/2024,2/8/2024,1,19614,95,GV,GOVERNMENT SALE,QC,QUIT CLAIM,40.42083,-80.00295,Beltzhoover
3185348,0014B00116000000,"745 E WARRINGTON AVE, PITTSBURGH, PA 15210",745, ,E,WARRINGTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,3/28/2024,3/21/2024,80000,19619,138,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.422058,-79.994191,Allentown
3185359,0020S00297000000,"1 LANDER ST, PITTSBURGH, PA 15220",1, ,,LANDER,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,1/30/2024,1/29/2024,245000,19563,305,9,OTHER INVALID SALES INDICATED,DE,DEED,40.443706,-80.033047,Elliott
3185366,0070C00043000000,"0 CLEARFIELD ST, PITTSBURGH, PA 15204",0, ,,CLEARFIELD,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,128,28th Ward - PITTSBURGH,2/16/2024,2/15/2024,30000,19578,23,H,MULTI-PARCEL SALE,DE,DEED,40.452738,-80.072822,Windgap
3185369,0174G00279000000,"1226 PINERIDGE ST, PITTSBURGH, PA 15208",1226, ,,PINERIDGE,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2/20/2024,2/16/2024,0,19579,176,3,LOVE AND AFFECTION SALE,DE,DEED,40.45971,-79.889386,Homewood North
3185370,0015A00246000000,"549 SOUTHERN AVE, PITTSBURGH, PA 15211",549, ,,SOUTHERN,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2/20/2024,2/12/2024,378000,19579,200,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.42243,-80.01206,Mount Washington
3185378,0006L00147000000,"303 AUGUSTA ST, PITTSBURGH, PA 15211",303, ,,AUGUSTA,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2/23/2024,2/14/2024,260000,19582,437,0,VALID SALE,DE,DEED,40.43735,-80.022705,Duquesne Heights
3185379,0126J00301000000,"6712 WILKINS AVE, PITTSBURGH, PA 15217",6712, ,,WILKINS,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2/22/2024,2/7/2024,1,19581,561,3,LOVE AND AFFECTION SALE,QC,QUIT CLAIM,40.44634,-79.913241,Squirrel Hill North
3185382,0139D00080000000,"0 BERNARD ST, PITTSBURGH, PA 15234",0, ,,BERNARD,ST,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,3/8/2024,3/1/2024,1,19596,80,3,LOVE AND AFFECTION SALE,DE,DEED,40.384616,-80.003601,Overbrook
3185396,0082R00021000000,"933 MELLON ST, PITTSBURGH, PA 15206",933, ,,MELLON,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,9/12/2024,9/4/2024,750000,19798,543,0,VALID SALE,SW,SPECIAL WARRANTY,40.473352,-79.923848,Highland Park
3185405,0071F00263000000,"3820 CHARTIERS AVE, PITTSBURGH, PA 15204",3820, ,,CHARTIERS,AVE,,,PITTSBURGH,PA,15204,47,Pittsburgh,128,28th Ward - PITTSBURGH,9/13/2024,9/11/2024,150000,19801,215,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.458565,-80.075977,Windgap
3185403,0120G00075000000,"6130 BUTLER ST, PITTSBURGH, PA 15201",6130, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,9/17/2024,8/22/2024,840000,19803,280,H,MULTI-PARCEL SALE,DE,DEED,40.487925,-79.93798,Stanton Heights
3185404,0120G00090000000,"0 BUTLER ST, PITTSBURGH, PA 15201",0, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,9/17/2024,8/22/2024,840000,19803,280,H,MULTI-PARCEL SALE,DE,DEED,40.485964,-79.944042,Stanton Heights
3185408,0020R00112000000,"816 CHARTIERS AVE, PITTSBURGH, PA 15220",816, ,,CHARTIERS,AVE,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,9/17/2024,9/9/2024,135000,19803,498,0,VALID SALE,DE,DEED,40.443099,-80.03946,Elliott
3185422,0094N00261000000,"113 BELPLAIN ST, PITTSBURGH, PA 15227",113, ,,BELPLAIN,ST,,,PITTSBURGH,PA,15227,47,Pittsburgh,129,29th Ward - PITTSBURGH,11/13/2024,11/12/2024,117400,19861,202,0,VALID SALE,SW,SPECIAL WARRANTY,40.38518,-79.9811,Carrick
3185437,0012L00090000000,"2223 HARCUM WAY, PITTSBURGH, PA 15203",2223, ,,HARCUM,WAY,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,11/22/2024,11/21/2024,110000,19872,431,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.426217,-79.973829,South Side Flats
3185436,0173B00019000000,"1635 WESTMORELAND AVE, PITTSBURGH, PA 15206",1635, ,,WESTMORELAND,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,11/26/2024,11/22/2024,125000,19876,508,9,OTHER INVALID SALES INDICATED,DE,DEED,40.47038,-79.89141,Lincoln-Lemington-Belmar
3185438,0055F00222000000,"381 BIGELOW ST, PITTSBURGH, PA 15207",381, ,,BIGELOW,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,11/25/2024,11/20/2024,250000,19874,63,0,VALID SALE,DE,DEED,40.419276,-79.941323,Greenfield
3185440,0018S00005000000,"1168 MCKINNEY LN, PITTSBURGH, PA 15220",1168, ,,MCKINNEY,LN,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,12/3/2024,12/2/2024,700000,19881,225,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.42394,-80.03572,Ridgemont
