_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC,latitude,longitude
3185437,0012L00090000000,"2223 HARCUM WAY, PITTSBURGH, PA 15203",2223, ,,HARCUM,WAY,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-11-22,2024-11-21,110000.0,19872,431.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.426217,-79.973829,South Side Flats
3185436,0173B00019000000,"1635 WESTMORELAND AVE, PITTSBURGH, PA 15206",1635, ,,WESTMORELAND,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-11-26,2024-11-22,125000.0,19876,508.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.47038,-79.89141,Lincoln-Lemington-Belmar
3185438,0055F00222000000,"381 BIGELOW ST, PITTSBURGH, PA 15207",381, ,,BIGELOW,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-11-25,2024-11-20,250000.0,19874,63.0,0,VALID SALE,DE,DEED,40.419276,-79.941323,Greenfield
3185440,0018S00005000000,"1168 MCKINNEY LN, PITTSBURGH, PA 15220",1168, ,,MCKINNEY,LN,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-12-03,2024-12-02,700000.0,19881,225.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.42394,-80.03572,Ridgemont
3185445,0184P00130000000,"5725 KEEFE ST, PITTSBURGH, PA 15207",5725, ,,KEEFE,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-12-10,2024-12-05,73000.0,19888,416.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.365962,-79.9101,Lincoln Place
3185446,0025C00212000300,"3080 SMALLMAN ST, PITTSBURGH, PA 15201",3080, ,,SMALLMAN,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-12-10,2024-12-05,460000.0,19888,444.0,16,BUILDING NOT YET ASSESSED,DE,DEED,40.460049,-79.972344,Strip District
3185453,0051M00190000000,"5515 CLAYBOURNE ST, PITTSBURGH, PA 15232",5515, ,,CLAYBOURNE,ST,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-02-14,2024-02-09,1.0,19575,468.0,3,LOVE AND AFFECTION SALE,GW,GENERAL WARRANTY,40.456014,-79.935547,Shadyside
3185456,0027C00085000000,"4325 DAKOTA ST, PITTSBURGH, PA 15213",4325, ,,DAKOTA,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,105,5th Ward - PITTSBURGH,2024-03-20,2024-03-14,75000.0,19610,187.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.4525,-79.955755,Upper Hill
3185451,0052E00011031400,"128 N CRAIG ST, UNIT 314, PITTSBURGH, PA 15213",128, ,N,CRAIG,ST,UNIT,314,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-01-22,2024-01-13,224500.0,19554,263.0,0,VALID SALE,DE,DEED,40.447825,-79.948942,North Oakland
3185470,0174J00322000000,"7129 BENNETT ST, PITTSBURGH, PA 15208",7129, ,,BENNETT,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2024-12-09,2024-12-04,23000.0,19887,30.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.45687,-79.89768,Homewood South
3185476,0012R00070020900,"2250 MARY ST, UNIT 209, PITTSBURGH, PA 15203",2250, ,,MARY,ST,UNIT,209,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-04-08,2024-04-02,270000.0,19630,526.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.42542,-79.974389,South Side Flats
3185480,0014C00396000000,"12 E AMANDA AVE, PITTSBURGH, PA 15210",12, ,E,AMANDA,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-04-17,2024-04-10,169000.0,19640,225.0,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.42116,-79.98808,South Side Slopes
3185484,0027L00150000000,"226 LYTTON AVE, PITTSBURGH, PA 15213",226, ,,LYTTON,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-04-19,2024-04-17,480000.0,19643,534.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.447128,-79.95612,North Oakland
3185489,0231P00184000000,"630 DORNBUSH ST, PITTSBURGH, PA 15221",630, ,,DORNBUSH,ST,,,PITTSBURGH,PA,15221,47,Pittsburgh,113,13th Ward - PITTSBURGH,2024-04-25,2024-04-19,32000.0,19649,413.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.45329,-79.87708,East Hills
3185491,0045B00124000000,"2721 MCDOWELL ST, PITTSBURGH, PA 15212",2721, ,,MCDOWELL,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2024-04-25,2024-04-12,4000.0,19649,434.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.470446,-80.026852,Marshall-Shadeland
3185488,0042E00208000000,"3352 FRANCISCO ST, PITTSBURGH, PA 15204",3352, ,,FRANCISCO,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-04-25,2024-04-17,52400.0,19649,163.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.45813,-80.06254,Sheraden
3185494,0014F00096000000,"318 ALLEN ST, PITTSBURGH, PA 15210",318, ,,ALLEN,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-04-24,2024-04-19,50000.0,19647,561.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.419444,-79.993926,Allentown
3185502,0035R00180000000,"1842 DAGMAR AVE, PITTSBURGH, PA 15216",1842, ,,DAGMAR,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-26,2024-04-24,220000.0,19651,233.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.406215,-80.022783,Beechview
3185505,0033S00053000000,"1006 THEONA ST, PITTSBURGH, PA 15210",1006, ,,THEONA,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,129,29th Ward - PITTSBURGH,2024-03-12,2024-02-29,155000.0,19599,276.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.405735,-79.986768,Carrick
3185511,0033B00060000000,"108 ROMEYN ST, PITTSBURGH, PA 15210",108, ,,ROMEYN,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,130,30th Ward - PITTSBURGH,2024-03-14,2024-03-01,33000.0,19603,521.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.413731,-79.991719,Knoxville
3185517,0116E00106000000,"3830 EAST ST, PITTSBURGH, PA 15214",3830, ,,EAST,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-04-02,2024-03-13,55000.0,19624,254.0,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.48863,-80.0159,Perry North
3185520,0085A00146000000,"800 S NEGLEY AVE, PITTSBURGH, PA 15232",800, ,S,NEGLEY,AVE,,,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-04-04,2024-01-17,1.0,19628,359.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.451827,-79.931131,Shadyside
3185522,0175K00128000000,"7620 MEADE ST, PITTSBURGH, PA 15221",7620, ,,MEADE,ST,,,PITTSBURGH,PA,15221,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-04-05,2024-04-04,2100000.0,19629,225.0,H,MULTI-PARCEL SALE,DE,DEED,40.447485,-79.89379,Point Breeze North
3185521,0175K00122000000,"7620 MEADE ST, PITTSBURGH, PA 15221",7620, ,,MEADE,ST,,,PITTSBURGH,PA,15221,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-04-05,2024-04-04,210000.0,19629,225.0,H,MULTI-PARCEL SALE,DE,DEED,40.447485,-79.89379,Point Breeze North
3185525,0121A00041000000,"6634 BUTLER ST, PITTSBURGH, PA 15206",6634, ,,BUTLER,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-01-05,2024-01-04,41000.0,19543,462.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.48936,-79.92896,Morningside
3185524,0127N00235000000,"2139 BEECHWOOD BLVD, PITTSBURGH, PA 15217",2139, ,,BEECHWOOD,BLVD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-04-15,2024-04-12,595000.0,19637,263.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.434988,-79.912073,Squirrel Hill South
3185523,0040H00175000000,"0 ARNOLD ST, PITTSBURGH, PA 15205",0, ,,ARNOLD,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-04-10,2024-04-05,82500.0,19634,333.0,H,MULTI-PARCEL SALE,DE,DEED,40.440082,-80.050734,Crafton Heights
3185529,0008D00020000001,"412 E COMMONS, PITTSBURGH, PA 15212",412, ,E,COMMONS,,,,PITTSBURGH,PA,15212,47,Pittsburgh,122,22nd Ward - PITTSBURGH,2024-01-18,2024-01-18,1250000.0,19552,373.0,H,MULTI-PARCEL SALE,DE,DEED,40.45124,-80.00232,Allegheny Center
3185535,0173F00016000000,"0 LINCOLN AVE, PITTSBURGH, PA 15206",0, ,,LINCOLN,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-02-15,2024-02-01,2500.0,19577,154.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.460425,-79.913731,Larimer
3185542,0036S00172000000,"2515 TOLE ST, PITTSBURGH, PA 15216",2515, ,,TOLE,ST,,,PITTSBURGH,PA,15216,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-09-27,2024-09-26,15000.0,19815,267.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.40589,-80.03422,Beechview
3185548,0009D00285000000,"1910 WATERFRONT PL, PITTSBURGH, PA 15222",1910, ,,WATERFRONT,PL,,,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,2024-10-07,2024-10-02,2000000.0,19823,345.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.452115,-79.985859,Strip District
3185556,0019G00248000000,"642 HARKER ST, PITTSBURGH, PA 15220",642, ,,HARKER,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-10-01,2024-09-27,195000.0,19817,234.0,35,CORPORATION TRANSFER,DE,DEED,40.43992,-80.04008,Elliott
3185557,0035N00161000000,"2014 BROADWAY AVE, PITTSBURGH, PA 15216",2014, ,,BROADWAY,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-03,2024-09-26,90000.0,19821,31.0,0,VALID SALE,DE,DEED,40.4062,-80.029335,Beechview
3185558,0096B00135000000,"1421 BELLAIRE PL, PITTSBURGH, PA 15226",1421, ,,BELLAIRE,PL,,,PITTSBURGH,PA,15226,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-10-01,2024-09-30,75000.0,19817,314.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.393335,-80.008242,Brookline
3185559,0048E00206000000,"1950 TOURS ST, PITTSBURGH, PA 15212",1950, ,,TOURS,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,2024-10-03,2024-10-01,120000.0,19821,78.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.467458,-79.981165,Troy Hill
3185560,0001C01661C02600,"320 FORT DUQUESNE BLVD, STE 380, PITTSBURGH, PA 15222",320, ,,FORT DUQUESNE,BLVD,STE,380,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,2024-10-04,2024-09-27,20000.0,19822,114.0,35,CORPORATION TRANSFER,DE,DEED,40.44261,-80.006874,Central Business District
3185566,0012J00150000000,"1718 SARAH ST, PITTSBURGH, PA 15203",1718, ,,SARAH,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-10-07,2024-10-01,1.0,19823,449.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.427727,-79.981349,South Side Flats
3185565,0097H00074000000,"1021 BERKSHIRE AVE, PITTSBURGH, PA 15226",1021, ,,BERKSHIRE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-07,2024-09-30,230000.0,19823,443.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.39078,-80.01722,Brookline
3185569,0004J00180000000,"504 NATCHEZ ST, PITTSBURGH, PA 15211",504, ,,NATCHEZ,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-04,2024-09-27,310000.0,19822,392.0,35,CORPORATION TRANSFER,DE,DEED,40.42686,-80.01333,Mount Washington
3185580,0003M00348000000,"42 ENON WAY, PITTSBURGH, PA 15203",42, ,,ENON,WAY,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-01-26,2024-01-18,220000.0,19559,563.0,0,VALID SALE,DE,DEED,40.426325,-79.985905,South Side Flats
3185583,0070D00211000000,"3213 MIDDLETOWN RD, PITTSBURGH, PA 15204",3213, ,,MIDDLETOWN,RD,,,PITTSBURGH,PA,15204,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-01-30,2024-01-25,1.0,19562,535.0,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.450753,-80.067347,Windgap
3185582,0014L00016000000,"922 LILLIAN ST, PITTSBURGH, PA 15210",922, ,,LILLIAN,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-01-26,2024-01-18,1.0,19560,116.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.418675,-79.98978,Allentown
3185584,0049M00270000000,"4541-4551 FRIENDSHIP AVE, PITTSBURGH, PA 15224",4541, -4551,,FRIENDSHIP,AVE,,,PITTSBURGH,PA,15224,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-01-31,2024-01-30,790424.0,19564,63.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.461624,-79.93507,Friendship
3185585,0026F00251000000,"3430 BETHOVEN ST, PITTSBURGH, PA 15219",3430, ,,BETHOVEN,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-02-01,2024-01-31,170000.0,19565,563.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.45795,-79.96141,Polish Hill
3185589,0049G00292000000,"353 44TH ST, PITTSBURGH, PA 15201",353, ,,44TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,109,9th Ward - PITTSBURGH,2024-02-02,2024-01-30,1.0,19567,362.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.469076,-79.956138,Central Lawrenceville
3185600,0162R00042000000,"56 BASCOM AVE, PITTSBURGH, PA 15214",56, ,,BASCOM,AVE,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-12-17,2024-12-16,50000.0,19896,23.0,1,SHERIFF SALE,SD,SHERIFF DEED,40.49379,-80.023486,Perry North
3185599,0028S00069000000,"3318 DAWSON ST, PITTSBURGH, PA 15213",3318, ,,DAWSON,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-12-16,2024-12-06,330000.0,19894,388.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.43331,-79.95318,South Oakland
3185602,0028S00059000000,"3372 DAWSON ST, PITTSBURGH, PA 15213",3372, ,,DAWSON,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-12-18,2024-12-17,1.0,19897,193.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.433952,-79.953007,South Oakland
3185607,0026S00162000000,"321 MELWOOD AVE, PITTSBURGH, PA 15213",321, ,,MELWOOD,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,105,5th Ward - PITTSBURGH,2024-12-23,2024-12-19,3359000.0,19903,189.0,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.452743,-79.951503,North Oakland
3185623,0082E00253000000,"1116 JANCEY ST, PITTSBURGH, PA 15206",1116, ,,JANCEY,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-01-12,2024-01-11,350000.0,19549,1.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.477716,-79.930015,Morningside
3185627,0056J00140000000,"31 TECUMSEH ST, PITTSBURGH, PA 15207",31, ,,TECUMSEH,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-01-17,2024-01-17,121500.0,19551,237.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.407675,-79.947304,Hazelwood
3185629,0049J00328000000,"222 39TH ST, PITTSBURGH, PA 15201",222, ,,39TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-01-22,2024-01-08,1.0,19555,476.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.466883,-79.963279,Lower Lawrenceville
3185634,0012L00201000000,"2310 CAREY WAY, PITTSBURGH, PA 15203",2310, ,,CAREY,WAY,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-12-06,2024-12-01,530000.0,19886,365.0,0,VALID SALE,DE,DEED,40.427718,-79.972611,South Side Flats
3185636,0040G00277000000,"1521 STRATMORE ST, PITTSBURGH, PA 15205",1521, ,,STRATMORE,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-12-13,2024-12-13,20000.0,19893,192.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.438655,-80.05606,Crafton Heights
3185635,0023E00293000000,"1521 BUENA VISTA ST, PITTSBURGH, PA 15212",1521, ,,BUENA VISTA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,2024-12-11,2024-12-04,785000.0,19891,56.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.457668,-80.015047,Central Northside
3185637,0047L00139000000,"1923 BADER ST, PITTSBURGH, PA 15212",1923, ,,BADER,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-12-16,2024-12-13,120000.0,19894,160.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.466375,-79.989004,Spring Hill-City View
3185638,0088H00182000000,"1519 BILTMORE LN, PITTSBURGH, PA 15217",1519, ,,BILTMORE,LN,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-12-12,2024-12-09,1.0,19892,387.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.419571,-79.917543,Squirrel Hill South
3185642,0088D00125000000,"285 ANITA AVE, PITTSBURGH, PA 15217",285, ,,ANITA,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-12-18,2024-12-13,1.0,19898,437.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.423342,-79.917259,Squirrel Hill South
3185649,0024K00025000000,"857 PERALTA ST, PITTSBURGH, PA 15212",857, ,,PERALTA,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2024-12-20,2024-11-22,355000.0,19902,124.0,9,OTHER INVALID SALES INDICATED,SW,SPECIAL WARRANTY,40.45561,-79.99527,East Allegheny
3185656,0040S00086000000,"1922 NOBLESTOWN RD, PITTSBURGH, PA 15205",1922, ,,NOBLESTOWN,RD,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-05-10,2024-05-07,180000.0,19665,272.0,0,VALID SALE,DE,DEED,40.435538,-80.051467,Westwood
3185668,0035D00129000000,"0 ORANGEWOOD AVE, PITTSBURGH, PA 15216",0, ,,ORANGEWOOD,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-05-23,2024-05-17,209500.0,19678,283.0,H,MULTI-PARCEL SALE,DE,DEED,40.413097,-80.018422,Beechview
3185673,0177N00096000000,"353 RAYMOND ST, PITTSBURGH, PA 15218",353, ,,RAYMOND,ST,,,PITTSBURGH,PA,15218,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-05-31,2024-05-22,159900.0,19687,308.0,0,VALID SALE,DE,DEED,40.424919,-79.898064,Swisshelm Park
3185675,0116G00272000000,"3628 MANUEL ST, PITTSBURGH, PA 15214",3628, ,,MANUEL,ST,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-06-07,2024-06-03,215000.0,19695,18.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.487444,-80.004201,Summer Hill
3185672,0012K00043009400,"94 S 22ND ST, PITTSBURGH, PA 15203",94, ,S,22ND,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-05-28,2024-05-06,234000.0,19681,496.0,0,VALID SALE,DE,DEED,40.428004,-79.97482,South Side Flats
3185677,0079B00045000000,"205 NORTH AVE, PITTSBURGH, PA 15209",205, ,,NORTH,AVE,,,PITTSBURGH,PA,15209,34,Shaler Area,838,Millvale  ,2024-06-10,2024-05-17,220000.0,19696,149.0,13,EXEMPT BUYER OR SELLER,DE,DEED,40.45705,-79.999426,East Allegheny
3185681,0075B00046000000,"3571 ELMHURST AVE, PITTSBURGH, PA 15212",3571, ,,ELMHURST,AVE,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2024-06-11,2024-05-28,143000.0,19698,121.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.481211,-80.044373,Brighton Heights
3185683,0022H00182000000,"0 BRIGHTON PL, PITTSBURGH, PA 15212",0, ,,BRIGHTON,PL,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,2024-06-12,2024-05-20,4500.0,19700,591.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.458261,-80.017292,California-Kirkbride
3185679,0120P00137000000,"232 57TH ST, PITTSBURGH, PA 15201",232, ,,57TH,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-06-10,2024-06-06,70000.0,19696,537.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.48373,-79.94493,Upper Lawrenceville
3185687,0124M00027000000,"6700 DEARY ST, PITTSBURGH, PA 15206",6700, ,,DEARY,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,112,12th Ward - PITTSBURGH,2024-04-19,2024-03-21,30000.0,19643,370.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.46495,-79.9025,Lincoln-Lemington-Belmar
3185691,0016C00005000000,"920 HOLLYFORD PL, PITTSBURGH, PA 15216",920, ,,HOLLYFORD,PL,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-04-19,2024-04-06,1.0,19644,347.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.42164,-80.02435,Beechview
3185704,0081B00052000000,"5502 CAMELIA ST, PITTSBURGH, PA 15201",5502, ,,CAMELIA,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-05-08,2024-04-29,399900.0,19662,258.0,H,MULTI-PARCEL SALE,DE,DEED,40.48014,-79.94524,Stanton Heights
3185702,0028P00092000000,"3109 NIAGARA ST, PITTSBURGH, PA 15213",3109, ,,NIAGARA,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-05-07,2024-05-03,1.0,19660,582.0,3,LOVE AND AFFECTION SALE,GW,GENERAL WARRANTY,40.433736,-79.960797,South Oakland
3185701,0025K00162050500,"2635 PENN AVE, UNIT 505, PITTSBURGH, PA 15222",2635, ,,PENN,AVE,UNIT,505,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,2024-05-01,2024-04-18,1250000.0,19654,502.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.455792,-79.977676,Strip District
3185711,0026P00147000000,"3422 MILWAUKEE ST, PITTSBURGH, PA 15219",3422, ,,MILWAUKEE,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,2024-05-20,2024-04-30,1300000.0,19675,178.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.45445,-79.96089,Upper Hill
3185716,0028G00227000100,"313 ATWOOD ST, PITTSBURGH, PA 15213",313, ,,ATWOOD,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-02-28,2024-02-23,1.0,19587,168.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.439443,-79.955301,Central Oakland
3185721,0013P00100000000,"212 STERLING ST, PITTSBURGH, PA 15210",212, ,,STERLING,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-03-01,2024-02-02,0.0,19589,356.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.4158,-79.97494,Arlington
3185722,0135H00222000000,"11 COMER ST, PITTSBURGH, PA 15207",11, ,,COMER,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-03-01,2024-02-27,5000.0,19589,465.0,H,MULTI-PARCEL SALE,DE,DEED,40.38065,-79.93557,Hays
3185726,0054N00065000000,"51 BIGELOW ST, PITTSBURGH, PA 15207",51, ,,BIGELOW,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-03-14,2024-01-23,1.0,19603,566.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.424115,-79.948671,Greenfield
3185727,0040D00134000000,"1521 OBEY ST, PITTSBURGH, PA 15205",1521, ,,OBEY,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-03-15,2024-02-12,37500.0,19604,550.0,BK,BANK/FINANCIAL INSTITUTION,SW,SPECIAL WARRANTY,40.44069,-80.05144,Crafton Heights
3185731,0026D00054000000,"433 ELLA ST, PITTSBURGH, PA 15224",433, ,,ELLA,ST,,,PITTSBURGH,PA,15224,47,Pittsburgh,108,8th Ward - PITTSBURGH,2024-03-18,2024-03-11,315000.0,19606,376.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.46103,-79.95332,Bloomfield
